symbol,direction,setup_type,entry_price,sl_price,tp_price,confidence,entry_time,exit_time,exit_price,exit_reason,pnl_pips,rr_achieved,killzone,htf_bias,sniper_passed,sniper_skip_reason,partial_taken,trail_count,be_applied,peak_r
GBPUSD,SELL,FVG_CONTINUATION,1.24251,1.24112,1.23535,0.830,2025-01-29 14:55,2025-01-29 17:10,1.24112,TRAILED_SL,9.05,0.32,NY_OPEN,NEUTRAL,True,,True,2,True,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,192.71500,192.70505,192.20050,0.850,2025-01-29 16:30,2025-01-29 17:00,192.70505,TRAILED_SL,10.45,10.50,LONDON_CLOSE,SELL,True,,True,0,True,3.92
USDJPY,SELL,LH_LL_CONTINUATION,154.51200,154.56600,153.25500,0.850,2025-01-30 07:30,2025-01-30 08:00,154.56600,SL_HIT,-5.40,-0.11,LONDON_OPEN,SELL,True,,False,1,False,0.00
GBPUSD,SELL,LH_LL_CONTINUATION,1.24444,1.24419,1.24299,0.950,2025-01-30 08:00,2025-01-30 09:40,1.24453,GIVEBACK_GUARD,3.00,8.70,LONDON_OPEN,NEUTRAL,True,,True,1,True,30.14
USDJPY,SELL,LH_LL_CONTINUATION,154.63000,154.56600,153.37300,0.850,2025-01-30 08:05,2025-01-30 09:45,154.56600,TRAILED_SL,6.20,0.17,LONDON_OPEN,SELL,True,,True,2,True,0.00
GBPJPY,SELL,LIQUIDITY_GRAB_CONTINUATION,192.44600,191.70669,191.62455,1.000,2025-01-30 10:00,2025-01-30 15:00,191.70669,TRAILED_SL,38.22,1.86,LONDON_OPEN,SELL,True,,True,2,True,4.29
GBPUSD,SELL,CHOCH,1.24267,1.24476,1.22756,0.920,2025-01-30 14:00,2025-01-30 15:50,1.24476,SL_HIT,-20.90,-0.35,NY_OPEN,NEUTRAL,True,,False,1,False,0.00
USDJPY,SELL,CONTINUATION_OB,154.17900,154.17685,152.01545,0.980,2025-01-30 15:30,2025-01-30 16:20,154.17685,TRAILED_SL,2.26,0.03,LONDON_CLOSE,SELL,True,,True,1,True,0.00
GBPUSD,BUY,CHOCH,1.24673,1.24677,1.26367,0.820,2025-01-30 15:55,2025-01-30 17:30,1.24677,TRAILED_SL,3.78,0.06,LONDON_CLOSE,NEUTRAL,True,,True,1,True,0.00
USDJPY,SELL,CONTINUATION_OB,154.17600,154.00900,152.00345,0.980,2025-01-30 16:25,2025-01-30 17:10,154.00900,TRAILED_SL,11.10,0.15,LONDON_CLOSE,NEUTRAL,True,,True,2,True,0.00
USDJPY,BUY,CHOCH,154.48500,154.66800,156.68457,0.820,2025-01-31 07:05,2025-01-31 08:00,154.66800,TRAILED_SL,18.30,0.21,LONDON_OPEN,NEUTRAL,True,,False,1,False,0.00
USDJPY,BUY,CHOCH,154.88300,154.62400,158.07757,0.820,2025-01-31 08:10,2025-01-31 09:45,154.62400,SL_HIT,-25.90,-0.20,LONDON_OPEN,SELL,True,,False,2,False,0.00
USDJPY,BUY,CONTINUATION_OB,154.70300,154.58100,156.57991,1.000,2025-01-31 09:45,2025-01-31 10:15,154.58100,SL_HIT,-12.20,-1.00,LONDON_OPEN,SELL,True,,False,0,False,0.00
USDJPY,SELL,LH_LL_CONTINUATION,154.71000,154.75900,154.59050,0.850,2025-01-31 12:05,2025-01-31 12:10,154.75900,SL_HIT,-4.90,-1.00,NY_OPEN,SELL,True,,False,0,False,0.00
GBPUSD,SELL,CHOCH,1.24168,1.24166,1.22984,0.820,2025-01-31 12:10,2025-01-31 14:15,1.24166,TRAILED_SL,1.94,0.04,NY_OPEN,SELL,True,,True,1,True,0.00
GBPJPY,SELL,CONTINUATION_OB,192.30200,192.41100,190.93176,1.000,2025-01-31 14:30,2025-01-31 15:00,192.41100,SL_HIT,-10.90,-1.00,NY_OPEN,SELL,True,,False,0,False,0.00
USDJPY,BUY,HH_HL_CONTINUATION,154.67200,154.57900,154.96750,0.850,2025-01-31 17:00,2025-01-31 17:15,154.57900,SL_HIT,-9.30,-1.00,LONDON_CLOSE,SELL,True,,False,0,False,0.00
GBPUSD,SELL,FVG_CONTINUATION,1.22885,1.22919,1.22118,0.930,2025-02-03 08:10,2025-02-03 08:40,1.22919,SL_HIT,-3.40,-0.11,LONDON_OPEN,NEUTRAL,True,,False,1,False,0.00
GBPUSD,SELL,FVG_CONTINUATION,1.22910,1.22907,1.22205,0.930,2025-02-03 08:40,2025-02-03 09:30,1.22907,TRAILED_SL,3.05,0.11,LONDON_OPEN,NEUTRAL,True,,True,1,True,0.00
USDJPY,SELL,LH_LL_CONTINUATION,155.60400,155.36280,155.33600,0.900,2025-02-03 09:50,2025-02-03 11:05,155.36280,TRAILED_SL,15.71,1.31,LONDON_OPEN,NEUTRAL,True,,True,2,True,2.67
GBPUSD,SELL,FVG_CONTINUATION,1.23975,1.24047,1.23137,0.880,2025-02-04 07:45,2025-02-04 08:50,1.24047,SL_HIT,-7.20,-0.21,LONDON_OPEN,NEUTRAL,True,,False,1,False,0.00
USDJPY,BUY,FVG_CONTINUATION,155.17500,155.17770,156.18291,0.930,2025-02-04 09:40,2025-02-04 11:10,155.17770,TRAILED_SL,2.84,0.07,LONDON_OPEN,BUY,True,,True,1,True,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,193.06000,193.03500,191.84950,0.850,2025-02-04 10:00,2025-02-04 11:00,192.98600,GIVEBACK_GUARD,4.95,0.28,LONDON_OPEN,BUY,True,,True,1,True,1.90
USDJPY,BUY,LIQUIDITY_GRAB_CONTINUATION,155.17700,155.07400,155.65485,0.970,2025-02-04 16:05,2025-02-04 16:30,155.07400,SL_HIT,-10.30,-0.54,LONDON_CLOSE,NEUTRAL,True,,False,1,False,0.00
USDJPY,SELL,LH_LL_CONTINUATION,153.41900,153.50300,153.28550,0.900,2025-02-05 07:10,2025-02-05 07:20,153.50300,SL_HIT,-8.40,-1.00,LONDON_OPEN,NEUTRAL,True,,False,0,False,0.00
GBPUSD,SELL,LH_LL_CONTINUATION,1.24688,1.24686,1.24613,0.850,2025-02-05 07:10,2025-02-05 07:55,1.24676,GIVEBACK_GUARD,2.70,12.86,LONDON_OPEN,NEUTRAL,True,,True,0,True,22.86
GBPUSD,BUY,CHOCH,1.24851,1.25329,1.25879,0.820,2025-02-05 09:10,2025-02-05 13:45,1.25329,TRAILED_SL,24.95,0.61,LONDON_OPEN,NEUTRAL,True,,True,3,False,1.55
GBPJPY,SELL,LIQUIDITY_GRAB_CONTINUATION,191.43700,191.69450,190.79324,0.870,2025-02-05 09:15,2025-02-05 10:00,191.69450,SL_HIT,-25.75,-1.00,LONDON_OPEN,SELL,True,,False,0,False,0.00
USDJPY,SELL,CONTINUATION_OB,152.66700,152.88900,150.56363,0.880,2025-02-05 12:15,2025-02-05 14:40,152.88900,SL_HIT,-22.20,-0.32,NY_OPEN,SELL,True,,False,1,False,0.00
